Date,Source,Contact,Contact Group,Description,Description_Clean,Category,Match_Score,Matched_Rule,Auto_Approved,Suggestion_1,Suggestion_2,Suggestion_3
14 Oct 2023,Spend Money,Balfe's BikesLondon,,Balfe's BikesLondon,balfes bikeslondon,"Plant And Mach addition, 2202 - VAT",100.0,balfes bikeslondon,True,,,
17 Jan 2023,Spend Money,Amazon,,Amazon,amazon,"Office Equipment, 2202 - VAT control",100.0,amazon,True,,,
30 Jun 2024,Manual Journal,,,being YE adj 2024,being ye adj,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more",100.0,being ye adj,True,,,
30 Jun 2024,Manual Journal,,,being YE adj 2024,being ye adj,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more",100.0,being ye adj,True,,,
30 Jun 2024,Manual Journal,,,being YE adj 2024,being ye adj,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more",100.0,being ye adj,True,,,
30 Jun 2024,Manual Journal,,,being YE adj 2024,being ye adj,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more",100.0,being ye adj,True,,,
30 Jun 2024,Manual Journal,,,being YE adj 2024,being ye adj,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more",100.0,being ye adj,True,,,
30 May 2022,Spend Money,Currys,,Currys,currys,"Office Equip additions, 2202 - VAT control",100.0,currys,True,,,
25 Sep 2022,Spend Money,Harrods Limited,,Harrods Limited,harrods limited,"Office Equip additions, 2202 - VAT control",100.0,harrods limited,True,,,
22 Nov 2022,Spend Money,Apple,,Apple,apple,"Office Equip additions, 2202 - VAT control",100.0,apple,True,,,
07 Jan 2023,Receive Money,Apple,,Apple,apple,"Office Equip additions, 2202 - VAT control",100.0,apple,True,,,
03 Feb 2023,Receive Money,Apple,,Apple,apple,"Office Equip additions, 2202 - VAT control",100.0,apple,True,,,
16 Jul 2023,Spend Money,Apple,,Apple,apple,"Office Equip additions, 2202 - VAT control",100.0,apple,True,,,
24 Jan 2025,Spend Money,Apple,,Apple,apple,"Office Equip additions, 2202 - VAT control",100.0,apple,True,,,
22 Nov 2022,Receive Money,Apple,,Apple,apple,"Office Equip additions, 2202 - VAT control",100.0,apple,True,,,
21 Sep 2023,Spend Money,Apple,,Apple,apple,"Office Equip additions, 2202 - VAT control",100.0,apple,True,,,
16 Oct 2023,Spend Money,Apple Distribution International,,Apple Distribution International,apple distribution international,"Office Equipment Additions, 2202 - VAT",100.0,apple distribution international,True,,,
20 Oct 2023,Spend Money,Samsung,,Samsung,samsung,"Office Equipment Additions, 2202 - VAT",100.0,samsung,True,,,
02 Feb 2025,Receive Money,Apple,,Apple,apple,"Office Equip additions, 2202 - VAT control",100.0,apple,True,,,
28 Mar 2025,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
28 Mar 2025,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
28 Mar 2025,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
31 Mar 2025,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
31 Mar 2025,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
22 Nov 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
21 Sep 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
06 Apr 2021,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
07 May 2021,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
04 Jun 2021,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Jul 2021,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Aug 2021,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
03 Sep 2021,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
04 Oct 2021,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Nov 2021,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
06 Dec 2021,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Jan 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
04 Feb 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
04 Mar 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Apr 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 May 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
06 Jun 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Jul 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
09 Aug 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Sep 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
03 Oct 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
04 Nov 2022,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Dec 2022,Receive Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
06 Jan 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
03 Feb 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
03 Mar 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
04 Apr 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 May 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Jun 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
05 Jun 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
01 Aug 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
01 Sep 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
01 Nov 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
01 Dec 2023,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
02 Jan 2024,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
01 Mar 2024,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
02 Apr 2024,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
03 Jun 2024,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
01 Jul 2024,Spend Money,B&CE Holdings Ltd,,B&CE Holdings Ltd,bce holdings ltd,Pension Fund,100.0,bce holdings ltd,True,,,
01 Aug 2024,Spend Money,Nest,,Nest,nest,Pension Fund,100.0,nest,True,,,
02 Sep 2024,Spend Money,Nest,,Nest,nest,Pension Fund,100.0,nest,True,,,
01 Oct 2024,Spend Money,Nest,,Nest,nest,Pension Fund,100.0,nest,True,,,
02 Dec 2024,Spend Money,Crows Nest Hotel,,Crows Nest Hotel,crows nest hotel,Pension Fund,100.0,crows nest hotel,True,,,
02 Jan 2025,Spend Money,Nest Pension,,Nest Pension,nest pension,Pension Fund,100.0,nest pension,True,,,
03 Feb 2025,Spend Money,Crows Nest Hotel,,Crows Nest Hotel,crows nest hotel,Pension Fund,100.0,crows nest hotel,True,,,
03 Mar 2025,Spend Money,Crows Nest Hotel,,Crows Nest Hotel,crows nest hotel,Pension Fund,100.0,crows nest hotel,True,,,
05 Jul 2023,Spend Money,Crows Nest Hotel,,Crows Nest Hotel,crows nest hotel,Pension Fund,100.0,crows nest hotel,True,,,
04 Aug 2023,Spend Money,Nest Pension,,Nest Pension,nest pension,Pension Fund,100.0,nest pension,True,,,
13 Sep 2024,Spend Money,Scottish Widows,,Scottish Widows,scottish widows,Scottish Widows,100.0,scottish widows,True,,,
15 Oct 2024,Receive Money,Scottish Widows,,Scottish Widows,scottish widows,Scottish Widows,100.0,scottish widows,True,,,
15 Nov 2024,Receive Money,Scottish Widows,,Scottish Widows,scottish widows,Scottish Widows,100.0,scottish widows,True,,,
13 Dec 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
15 Jan 2025,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
14 Feb 2025,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
14 Mar 2025,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
02 Apr 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
11 Apr 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
19 Apr 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Apr 2021,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
04 May 2021,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Jun 2021,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Jul 2021,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
02 Aug 2021,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Sep 2021,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Oct 2021,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Nov 2021,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Dec 2021,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
04 Jan 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Feb 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Mar 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Apr 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
03 May 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Jun 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Jul 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Aug 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Sep 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
03 Oct 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Nov 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Dec 2022,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
03 Jan 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Feb 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Mar 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
03 Apr 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
02 May 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Jun 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
03 Jul 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Aug 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Sep 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
02 Oct 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Nov 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Dec 2023,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
02 Jan 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Feb 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Mar 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
02 Apr 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 May 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
03 Jun 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Jul 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
01 Aug 2024,Spend Money,Zurich Assurance,,Zurich Assurance,zurich assurance,Zurich Assurance,100.0,zurich assurance,True,,,
02 Sep 2024,Spend Money,Bupa Central,,Bupa Central,bupa central,Healthcare,100.0,bupa central,True,,,
01 Oct 2024,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
01 Nov 2024,Spend Money,Before The Lights Ltd,,Before The Lights Ltd,before the lights ltd,Healthcare,100.0,before the lights ltd,True,,,
02 Dec 2024,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
02 Jan 2025,Spend Money,Private Consultant London,,Private Consultant London,private consultant london,Healthcare,100.0,private consultant london,True,,,
03 Feb 2025,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
03 Mar 2025,Spend Money,Mallon & Taub,,Mallon & Taub,mallon taub,Healthcare,100.0,mallon taub,True,,,
01 Apr 2021,Spend Money,Mallon & Taub,,Mallon & Taub,mallon taub,Healthcare,100.0,mallon taub,True,,,
06 Apr 2021,Spend Money,90 Sloane Street Limited,,90 Sloane Street Limited,90 sloane street limited,Healthcare,100.0,90 sloane street limited,True,,,
09 Apr 2021,Spend Money,Bupa Central,,Bupa Central,bupa central,Healthcare,100.0,bupa central,True,,,
13 Apr 2021,Spend Money,Dr Martin GP LTD,,Dr Martin GP LTD,dr martin gp ltd,Healthcare,100.0,dr martin gp ltd,True,,,
16 Apr 2021,Spend Money,Suzie Orbach,,Suzie Orbach,suzie orbach,Healthcare,100.0,suzie orbach,True,,,
22 Apr 2021,Spend Money,EAPEN & CO. LIMITED,,EAPEN & CO. LIMITED,eapen co limited,Healthcare,100.0,eapen co limited,True,,,
23 Apr 2021,Spend Money,Boots,,Boots,boots,Healthcare,100.0,boots,True,,,
23 Apr 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
28 Apr 2021,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
04 May 2021,Spend Money,Hilcrest Pharmacy London,,Hilcrest Pharmacy London,hilcrest pharmacy london,Healthcare,100.0,hilcrest pharmacy london,True,,,
06 May 2021,Spend Money,National Pathology,,National Pathology,national pathology,Healthcare,100.0,national pathology,True,,,
10 May 2021,Spend Money,Bupa Central,,Bupa Central,bupa central,Healthcare,100.0,bupa central,True,,,
10 May 2021,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
25 May 2021,Spend Money,Before The Lights Ltd,,Before The Lights Ltd,before the lights ltd,Healthcare,100.0,before the lights ltd,True,,,
31 May 2021,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
31 May 2021,Spend Money,Hilcrest Pharmacy London,,Hilcrest Pharmacy London,hilcrest pharmacy london,Healthcare,100.0,hilcrest pharmacy london,True,,,
31 May 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
01 Jun 2021,Receive Money,Bupa Central,,Bupa Central,bupa central,Healthcare,100.0,bupa central,True,,,
03 Jun 2021,Spend Money,Suzie Orbach,,Suzie Orbach,suzie orbach,Healthcare,100.0,suzie orbach,True,,,
04 Jun 2021,Spend Money,OneWelbeck Imaging & Diagnostics,,OneWelbeck Imaging & Diagnostics,onewelbeck imaging diagnostics,Healthcare,100.0,onewelbeck imaging diagnostics,True,,,
08 Jun 2021,Spend Money,Tom Davies,,Tom Davies,tom davies,Healthcare,100.0,tom davies,True,,,
08 Jun 2021,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
10 Jun 2021,Spend Money,Bupa Central,,Bupa Central,bupa central,Healthcare,100.0,bupa central,True,,,
15 Jun 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
16 Jun 2021,Spend Money,Oliver James Warren,,Oliver James Warren,oliver james warren,Healthcare,100.0,oliver james warren,True,,,
21 Jun 2021,Spend Money,Before The Lights Ltd,,Before The Lights Ltd,before the lights ltd,Healthcare,100.0,before the lights ltd,True,,,
29 Jun 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
30 Jun 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
30 Jun 2021,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
01 Jul 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
05 Jul 2021,Spend Money,Kensington Physio,,Kensington Physio,kensington physio,Healthcare,100.0,kensington physio,True,,,
05 Jul 2021,Spend Money,Princess Grace Hospital,,Princess Grace Hospital,princess grace hospital,Healthcare,100.0,princess grace hospital,True,,,
07 Jul 2021,Spend Money,London Medical Concierge Limited,,London Medical,london medical,Healthcare,100.0,london medical,True,,,
09 Jul 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
13 Jul 2021,Spend Money,Hillcrest Pharmacy,,Hillcrest Pharmacy,hillcrest pharmacy,Healthcare,100.0,hillcrest pharmacy,True,,,
16 Jul 2021,Spend Money,London Medical Concierge Limited,,London Medical,london medical,Healthcare,100.0,london medical,True,,,
19 Jul 2021,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
19 Jul 2021,Spend Money,Bupa Central,,Bupa Central,bupa central,Healthcare,100.0,bupa central,True,,,
23 Jul 2021,Spend Money,Kensington Physio,,Kensington Physio,kensington physio,Healthcare,100.0,kensington physio,True,,,
23 Jul 2021,Spend Money,Nationwide Pathology,,Nationwide Pathology,nationwide pathology,Healthcare,100.0,nationwide pathology,True,,,
26 Jul 2021,Spend Money,WTF Therapy,,WTF Therapy,wtf therapy,Healthcare,100.0,wtf therapy,True,,,
27 Jul 2021,Spend Money,Before The Lights Ltd,,Before The Lights Ltd,before the lights ltd,Healthcare,100.0,before the lights ltd,True,,,
29 Jul 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
02 Aug 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
03 Aug 2021,Spend Money,Hillcrest Pharmacy,,Hillcrest Pharmacy,hillcrest pharmacy,Healthcare,100.0,hillcrest pharmacy,True,,,
03 Aug 2021,Spend Money,London Medical Concierge Limited,,London Medical,london medical,Healthcare,100.0,london medical,True,,,
10 Aug 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
10 Aug 2021,Spend Money,Omid Sobhani,,Omid Sobhani,omid sobhani,Healthcare,100.0,omid sobhani,True,,,
11 Aug 2021,Spend Money,Kensington Physio,,Kensington Physio,kensington physio,Healthcare,100.0,kensington physio,True,,,
16 Aug 2021,Spend Money,Nationwide Pathology,,Nationwide Pathology,nationwide pathology,Healthcare,100.0,nationwide pathology,True,,,
16 Aug 2021,Spend Money,Farmacia Del Cervo,,Farmacia Del Cervo,farmacia del cervo,Healthcare,100.0,farmacia del cervo,True,,,
17 Aug 2021,Spend Money,1 Stop Covid Shop,,1 Stop Covid Shop,1 stop covid shop,Healthcare,100.0,1 stop covid shop,True,,,
17 Aug 2021,Spend Money,1 Stop Covid Shop,,1 Stop Covid Shop,1 stop covid shop,Healthcare,100.0,1 stop covid shop,True,,,
24 Aug 2021,Spend Money,Bupa Central,,Bupa Central,bupa central,Healthcare,100.0,bupa central,True,,,
26 Aug 2021,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
26 Aug 2021,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
27 Aug 2021,Spend Money,The Portobello Clinic,,The Portobello Clinic,the portobello clinic,Healthcare,100.0,the portobello clinic,True,,,
31 Aug 2021,Spend Money,Nationwide Pathology,,Nationwide Pathology,nationwide pathology,Healthcare,100.0,nationwide pathology,True,,,
01 Sep 2021,Spend Money,Nationwide Pathology,,Nationwide Pathology,nationwide pathology,Healthcare,100.0,nationwide pathology,True,,,
01 Sep 2021,Spend Money,Omid Sobhani,,Omid Sobhani,omid sobhani,Healthcare,100.0,omid sobhani,True,,,
02 Sep 2021,Spend Money,Before The Lights Ltd,,Before The Lights Ltd,before the lights ltd,Healthcare,100.0,before the lights ltd,True,,,
06 Sep 2021,Spend Money,Nationwide Pathology,,Nationwide Pathology,nationwide pathology,Healthcare,100.0,nationwide pathology,True,,,
06 Sep 2021,Spend Money,Kensington Physio,,Kensington Physio,kensington physio,Healthcare,100.0,kensington physio,True,,,
06 Sep 2021,Spend Money,Kensington Physio,,Kensington Physio,kensington physio,Healthcare,100.0,kensington physio,True,,,
07 Sep 2021,Spend Money,Boots,,Boots,boots,Healthcare,100.0,boots,True,,,
07 Sep 2021,Spend Money,Fortius Clinic,,Fortius Clinic,fortius clinic,Healthcare,100.0,fortius clinic,True,,,
08 Sep 2021,Spend Money,Omid Sobhani,,Omid Sobhani,omid sobhani,Healthcare,100.0,omid sobhani,True,,,
09 Sep 2021,Spend Money,GI Doctors,,GI Doctors,gi doctors,Healthcare,100.0,gi doctors,True,,,
14 Sep 2021,Spend Money,Andrology,,Andrology,andrology,Healthcare,100.0,andrology,True,,,
14 Sep 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
14 Sep 2021,Spend Money,Bupa Central,,Bupa Central,bupa central,Healthcare,100.0,bupa central,True,,,
14 Sep 2021,Spend Money,Nationwide Pathology,,Nationwide Pathology,nationwide pathology,Healthcare,100.0,nationwide pathology,True,,,
21 Sep 2021,Spend Money,Nationwide Pathology,,Nationwide Pathology,nationwide pathology,Healthcare,100.0,nationwide pathology,True,,,
21 Sep 2021,Spend Money,The Portobello Pharmacy,,The Portobello Pharmacy,the portobello pharmacy,Healthcare,100.0,the portobello pharmacy,True,,,
21 Sep 2021,Spend Money,Pharmacie,,Pharmacie,pharmacie,Healthcare,100.0,pharmacie,True,,,
